Proyecto,Alias,Sector,Subsector,Tipo de inversión,Moneda del contrato,Inversión (Millones MXN),Inversión (Millones USD),Alcances del contrato,Participación Banobras/Fonadin,Descripción,Tipo de proyecto,Tipo de contrato,Plazo de contrato,Proceso de selección,Registro de Unidad de Inversiones o equivalente,Anuncio/ Convocatoria,Recepción de propuestas,Fallo,Firma contrato,Inicio de ejecución/construcción,Inicio de operación,Término de la vigencia del contrato,Etapa,Subetapa,Nombre del adjudicatario del contrato,Empresas asociadas al adjudicatario,Estado(s),Entidad responsable,�?rea responsable,Observaciones,URL,Activo,Cantidad,Medida,Calidad,Activo 2,Cantidad 2,Medida 2,Calidad 2,Activo 3,Cantidad 3,Medida 3,Calidad 3,Activo 4,Cantidad 4,Medida 4,Calidad 4,Sostenibilidad,Redes de Alianza
"0477 Ronda 1, Licitación 3: Área 16, Paraíso","EXTRACCIÓN DE HIDROCARBUROS EN ZONAS TERRESTRES CORRESPONDIENTE A LA RONDA 1, LICITACIÓN 3, ÁREA 16 (SUR), EN ESTADO DE TABASCO.",Hidrocarburos,Exploración/Producción,Greenfield,Dólares americanos USD,296,16,Extracción,,"Contrato de licencia CNH-R01-L03-A16/2015 para la extracción de hidrocarburos en zona terrestre, en una área de 17 km2 en el estado de Tabasco para la extracción de aceite y gas. Características Principales: - Hidrocarburo Principal: Aceite y gas - Litología(s): Caliza y arenisca",Público / Privado,Licencia,25 Años,Licitación Pública Internacional,,12/05/2015,15/12/2015,24/12/2015,10/05/2016,10/05/2016,,10/05/2041,Ejecución,,Roma Energy México,"Gx Geoscience Corporation, Roma Energy Holdings LLC",Tabasco,Secretaría de Energía,,"El monto de inversión estimada se refiere a las inversiones aprobadas, que son aquellas que los operadores estiman ejercer en los distintos planes, según corresponda (exploración, evaluación y/o desarrollo). El contrato de tipo licencia para la extracción de hidrocarburos estipula que el contratista proporcionará y será responsable de todos los recursos técnicos y económicos financieros que se requieran para la ejecución de las operaciones y tendrá el derecho de propiedad sobre los hidrocarburos extraídos en el área de Contrato. El Contratista pagará una regalía, sobre la base de los Hidrocarburos fiscalizados. El Estado es socio del contratista. Las contraprestaciones para el Estado son: 1. La cuota contractual para la fase exploratoria 2. Contraprestación sobre la base de ingresos brutos antes de deducir los costos 3. Mecanismo de ajuste con base en volumen de producción y de precios Existen dos posibles prórrogas en el plazo del contrato sujetas a que el área esté en producción comercial regular, la primera prórroga de 5 años y una segunda prórroga por otros 5 años.",https://www.proyectosmexico.gob.mx/proyecto_inversion/477-ronda-1-licitacion-3-area-16/,Yacimiento,17,km2,Aceite y Gas,,,,,,,,,,,,,,Si
"0474 Ronda 1, Licitación 3: Área 13, Mayacaste","EXTRACCIÓN DE HIDROCARBUROS EN ZONAS TERRESTRES CORRESPONDIENTE A LA RONDA 1, LICITACIÓN 3, ÁREA 13 (SUR), EN EL ESTADO DE TABASCO.",Hidrocarburos,Exploración/Producción,Greenfield,Dólares americanos USD,"1,175",64,Extracción,,"Contrato de licencia CNH-R01-L03-A13/2015 para la extracción de hidrocarburos en zona terrestre, en una área de 21.9 km2 en el estado de Tabasco para la extracción de aceite y gas. Características Principales: - Litología(s): Caliza - Tipo de hidrocarburo: Aceite y gas",Público / Privado,Licencia,25 Años,Licitación Pública Internacional,,12/05/2015,15/12/2015,24/12/2015,10/05/2016,10/05/2016,,10/05/2041,Ejecución,,Mayacaste Oil & Gas,"Grupo Diarqco, GD Petroleo y Gas, Datared, Grupo DG",Tabasco,Secretaría de Energía,,"El monto de inversión estimada se refiere a las inversiones aprobadas, que son aquellas que los operadores estiman ejercer en los distintos planes, según corresponda (exploración, evaluación y/o desarrollo). El contrato de tipo licencia para la extracción de hidrocarburos estipula que el contratista proporcionará y será responsable de todos los recursos técnicos y económicos financieros que se requieran para la ejecución de las operaciones y tendrá el derecho de propiedad sobre los hidrocarburos extraídos en el área de Contrato. El Contratista pagará una regalía, sobre la base de los Hidrocarburos fiscalizados. El Estado es socio del contratista. Las contraprestaciones para el Estado son: 1. La cuota contractual para la fase exploratoria 2. Contraprestación sobre la base de ingresos brutos antes de deducir los costos 3. Mecanismo de ajuste con base en volumen de producción y de precios Existen dos posibles prórrogas en el plazo del contrato sujetas a que el área esté en producción comercial regular, la primera prórroga de 5 años y una segunda prórroga por otros 5 años.",https://www.proyectosmexico.gob.mx/proyecto_inversion/474-ronda-1-licitacion-3-area-13/,Yacimiento,"21,9",km2,Aceite y Gas,,,,,,,,,,,,,,Si
0446 Complejo Penitenciario Papantla,"CONSTRUCCIÓN, AMPLIACIÓN Y EQUIPAMIENTO DEL COMPLEJO PENITENCIARIO EN PAPANTLA, VERACRUZ.",Infraestructura Social,Seguridad Pública y Justicia,Greenfield,Pesos mexicanos MXN,"3,555",192,"Construcción,Ampliación,Equipamiento",,"El proyecto consiste en la construcción, ampliación y equipamiento de las instalaciones del complejo penitenciario federal Papantla, ubicado en Papantla, Veracruz. Cuenta con una superficie de 28.1 hectáreas. Está diseñado y parcialmente construido para resguardar a 2,160 internos, en cuatro niveles de áreas de internamiento con medidas especiales de seguridad. Los trabajos del proyecto incluyen: - Rehabilitar y concluir los edificios existentes, - Construir infraestructura adicional necesaria que permita la operación del complejo, - Suministrar el equipamiento tecnológico de seguridad, telecomunicaciones e informática, - Suministrar mobiliario y equipos, - Suministrar los vehículos tácticos y de transportación especializada.",Público / Privado,APP Federal,22 Años,Adjudicación Directa,30/10/2008,09/03/2018,,07/05/2018,20/07/2018,20/07/2018,,2042,Ejecución,,"Servicios, Infraestructura y Tecnología Papantla",,Veracruz,Secretaría de Seguridad y Protección Ciudadana,false,Los datos mostrados tienen como referencia la página del proyecto de la Secretaría de Hacienda y Crédito Público.,https://www.proyectosmexico.gob.mx/proyecto_inversion/446-complejo-penitenciario-papantla/,Centro Penitenciario,,,,,,,,,,,,,,,,Si,
0427 CFE: SE 1212 Sur-Peninsular (8a Fase),"EJECUCIÓN DE LAS OBRAS 1212: SUBESTACION, LÍNEA DE TRANSMISIÓN, CAPACITOR Y EQUIPOS TERMINALES EN EL ESTADO DE PUEBLA.",Electricidad,Transmisión / Distribución,Greenfield,Dólares americanos USD,,,"Diseño,Construcción,Equipamiento,Instalación",,"Diseño, construcción, equipamiento e instalación de: - 1 subestación eléctrica con una capacidad total de 30 MVA, relación de tensión de 115/13.8 kV. - 8 km-c (kilómetros circuito) de línea de alta tensión en 115 kV para su interconexión. - 1 capacitor de 1.8 MVAr en el nivel de tensión de 13.8 kV. - Equipos terminales para la interconexión.",Público,Obra Pública Financiada,1 Año,Licitación Pública,,,,,,,,,Preinversión,Estudios,,,Puebla,Comisión Federal de Electricidad,Gerencia de Licitación y Contratación de Proyectos de Inversión Financiada,,https://www.proyectosmexico.gob.mx/proyecto_inversion/427-cfe-subestacion-1212-sur-peninsular-8a-fase/,Estación/ Subestación Eléctrica,30,MVA,,Línea de Transmisión Eléctrica,8,km-c,,Capacitor,"1,8",MVAr,,,,,,,
0422 CFE: Sistema de Líneas de Transmisión 1821 Divisiones de Distribución (12a Fase),"DISEÑO, CONSTRUCCIÓN, EQUIPAMIENTO E INSTALACIÓN DE UNA SUBESTACIÓN ELÉCTRICA, LÍNEA DE TRANSMISIÓN, UN CAPACITOR Y EQUIPOS TERMINALES EN EL ESTADO DE NUEVO LEÓN.",Electricidad,Transmisión / Distribución,Greenfield,Dólares americanos USD,,,"Diseño,Construcción,Equipamiento,Instalación",,"Los proyectos que se encuentran en la plataforma Proyectos México, en etapa de Preinversión, están sujetos a actualización y/o confirmación por parte de las dependencias promotoras. Diseño, construcción, equipamiento e instalación de: - 1 subestación eléctrica con una capacidad total de 40 MVA, relación de tensión de 115/13.8 kV. - 7 km-c (kilómetros circuito) de línea de alta tensión en 115 kV para su interconexión. - 1 capacitor de 2.4 MVAr en el nivel de tensión de 13.8 kV. - Equipos terminales para la interconexión.",Público,Obra Pública Financiada,1 Año,Licitación Pública,,,,,,,,,Preinversión,Estudios,,,Nuevo León,Comisión Federal de Electricidad,Gerencia de Licitación y Contratación de Proyectos de Inversión Financiada,,https://www.proyectosmexico.gob.mx/proyecto_inversion/422-cfe-sistema-de-lineas-de-transmision-1821-divisiones-de-distribucion/,Estación/ Subestación Eléctrica,40,MVA,,Línea de Transmisión Eléctrica,7,km-c,,Capacitor,"2,4",MVAr,,,,,,,
0416 CFE: Sistema de Líneas de Transmisión  2120 Subestaciones Líneas y Redes de Distribución (4a Fase),"DISEÑO, CONSTRUCCIÓN, EQUIPAMIENTO E INSTALACIÓN DE UNA SUBESTACIÓN ELÉCTRICA, UN CAPACITOR Y EQUIPOS TERMINALES EN EL ESTADO DE SINALOA.",Electricidad,Transmisión / Distribución,Greenfield,Dólares americanos USD,,,"Diseño,Construcción,Equipamiento,Instalación",,"Los proyectos que se encuentran en la plataforma Proyectos México, en etapa de Preinversión, están sujetos a actualización y/o confirmación por parte de las dependencias promotoras. Diseño, construcción, equipamiento e instalación de: - 1 subestación eléctrica con una capacidad total de 30 MVA, relación de tensión de 115/13.8 kV. - 1 capacitor de 1.8 MVAr en el nivel de tensión de 13.8 kV. - Equipos terminales para la interconexión.",Público,Obra Pública Financiada,1 Año,Licitación Pública,,,,,,,,,Preinversión,Estudios,,,Sinaloa,Comisión Federal de Electricidad,Gerencia de Licitación y Contratación de Proyectos de Inversión Financiada,,https://www.proyectosmexico.gob.mx/proyecto_inversion/416-cfe-sistema-de-lineas-de-transmision-2120-subestaciones-lineas-y-redes-de-distribucion/,Estación/ Subestación Eléctrica,30,MVA,,Capacitor,"1,8",MVAr,,,,,,,,,,,
0411 CFE: Sistema de Líneas de Transmisión 2020 Subestaciones Líneas y Redes de Distribución (9a Fase),"DISEÑO, CONSTRUCCIÓN, EQUIPAMIENTO E INSTALACIÓN DE UNA SUBESTACIÓN ELÉCTRICA, LÍNEA DE TRANSMISIÓN, UN CAPACITOR Y EQUIPOS TERMINALES EN EL ESTADO DE CAMPECHE.",Electricidad,Transmisión / Distribución,Greenfield,Dólares americanos USD,,,"Diseño,Construcción,Equipamiento,Instalación",,"Los proyectos que se encuentran en la plataforma Proyectos México, en etapa de Preinversión, están sujetos a actualización y/o confirmación por parte de las dependencias promotoras. Diseño, construcción, equipamiento e instalación de: - 1 subestación eléctrica con una capacidad total de 20 MVA, relación de tensión de 115/13.8 kV. - 0.4 km-c (kilómetros circuito) de línea de alta tensión en 115 kV para su interconexión. - 1 capacitor de 1.2 MVAr en el nivel de tensión de 13.8 kV. - Equipos terminales para la interconexión.",Público,Obra Pública Financiada,1 Año,Licitación Pública,,,,,,,,,Preinversión,Estudios,,,Campeche,Comisión Federal de Electricidad,Gerencia de Licitación y Contratación de Proyectos de Inversión Financiada,,https://www.proyectosmexico.gob.mx/proyecto_inversion/411-cfe-sistema-de-lineas-de-transmision-2020-subestaciones-lineas-y-redes-de-distribucion/,Estación/ Subestación Eléctrica,20,MVA,,Línea de Transmisión Eléctrica,"0,4",km-c,,Capacitor,"1,2",MVAr,,,,,,,
0410 CFE: 338 SLT 2020 Subestaciones Líneas y Redes de Distribución (8a Fase),"Ejecución de obras: subestación eléctrica de distribución alimentadores en alta y media tensión y línea de alta tensión, en el estado de chiapas.",Electricidad,Transmisión / Distribución,Brownfield,Dólares americanos USD,,,"Construcción,Equipamiento,Instalación",,"El proyecto consiste principalmente en la ejecución de las siguientes obras: - 1 subestación eléctrica de distribución, Pakal - Ná Bco. 1, con una tensión de 115 kV, con una capacidad total de 9.375 MVA, 0,6 MVAr, 1 alimentador en alta y 3 alimentadores en media tensión, incluye 0.450 km-C de troncales en 13,8 kV - 1 línea de alta tensión aérea, Pakal - Ná Entronque Los Ríos Potencia - Palenque, con longitud de 6.416 km-C, que se localizan en el estado de Chiapas.",Público,Obra Pública Financiada,,Licitación Pública Internacional,,,,,,,,,Preinversión,Preparación,,,Chiapas,Comisión Federal de Electricidad,false,El concurso anterior CFE-0004-CACOA-0004-2025se declaró desierto el 19/09/2025. Clave del proyecto: 1418TOQ0040.,https://www.proyectosmexico.gob.mx/proyecto_inversion/410-cfe-sistema-de-lineas-de-transmision-2020-subestaciones-lineas-y-redes-de-distribucion/,Estación/ Subestación Eléctrica,115,,,Línea de Transmisión Eléctrica,1,,,,,,,,,,,,
0408 CFE: 338 SLT 2020 Subestaciones Líneas y Redes de Distribución (5a Fase),"Ejecución de obras: subestaciones eléctricas y línea de transmisión, en el estado de Guerrero.",Electricidad,Transmisión / Distribución,Brownfield,Dólares americanos USD,,,"Diseño,Construcción,Equipamiento,Instalación",,"El proyecto consiste principalmente en la ejecución de las siguientes obras: - 2 subestaciones, S.E. Bonfil y S.E. Papagayo, con una tensión de 115 kV, con 2 alimentadores - 1 línea de transmisión, L.T. Bonfil - Papagayo, con una tensión de 115 kV con una longitud de 23.6 km-Línea y 23.6 km-Circuito Las obras incluyen dentro de sus alcances el suministro de equipos y materiales de instalación permamente, desarrollo de la ingeniería asociada a los conceptos de diseño electromecánico y civil, ejecución de las obras electromecánica y civil, realización de pruebas preoperativas, así como la elaboración, análisis y evaluación de los estudios requeridos (estudios geotécnicos, levantamientos topográficos y resistividad) y la impartición de programas de capacitación y entrenamiento.",Público,Obra Pública Financiada,,Licitación Pública Internacional,,,,,,,,,Preinversión,Preparación,,,Guerrero,Comisión Federal de Electricidad,false,El concurso anterior CFE-0004-CACOA-0002-2025 se declaró desierto el 03/10/2025. Clave del proyecto: 1418TOQ0040.,https://www.proyectosmexico.gob.mx/proyecto_inversion/408-sistema-de-lineas-de-transmision-2020-subestaciones-lineas-y-redes-de-distribucion/,Estación/ Subestación Eléctrica,115,kV,,Estación/ Subestación Eléctrica,115,kV,,Línea de Transmisión Eléctrica,"23,6",km-c,,,,,,,
0404 CFE: Sistema de Líneas de Transmisión 1920 Subestaciones y Líneas de Distribución (3ª Fase),"DISEÑO, CONSTRUCCIÓN, EQUIPAMIENTO E INSTALACIÓN DE UNA SUBESTACIÓN ELÉCTRICA, UN CAPACITOR Y EQUIPOS TERMINALES EN EL ESTADO DE CAMPECHE.",Electricidad,Transmisión / Distribución,Greenfield,Dólares americanos USD,,,"Diseño,Construcción,Equipamiento,Instalación",,"Los proyectos que se encuentran en la plataforma Proyectos México, en etapa de Preinversión, están sujetos a actualización y/o confirmación por parte de las dependencias promotoras. Diseño, construcción, equipamiento e instalación de: - 1 subestación eléctrica con una capacidad total de 30 MVA, relación de tensión de 115/13.8 kV. - 1 capacitor de 1.8 MVAr en el nivel de tensión de 13.8 kV. - Equipos terminales para la interconexión.",Público,Obra Pública Financiada,,Licitación Pública,,,,,,,,,Preinversión,Preparación,,,Campeche,Comisión Federal de Electricidad,Gerencia de Licitación y Contratación de Proyectos de Inversión Financiada,,https://www.proyectosmexico.gob.mx/proyecto_inversion/404-cfe-sistema-de-lineas-de-transmision-1920-subestaciones-y-lineas-de-distribucion-3a-fase/,Estación/ Subestación Eléctrica,30,MVA,,Capacitor,"1,8",MVAr,,,,,,,,,,,
